query_id,agent_exp,preset6_exp,delta_exp,agent_linear,preset6_linear,delta_linear
PLAIN-571,0.2558209594125084,0.2558209594125084,0.0,0.2558209594125084,0.2558209594125084,0.0
PLAIN-583,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-593,0.46927872602275644,0.46927872602275644,0.0,0.46927872602275644,0.46927872602275644,0.0
PLAIN-603,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-613,0.06362078819895171,0.06362078819895171,0.0,0.06362078819895171,0.06362078819895171,0.0
PLAIN-623,0.2489083270225946,0.2489083270225946,0.0,0.2489083270225946,0.2489083270225946,0.0
PLAIN-634,0.13886244387355454,0.13886244387355454,0.0,0.13886244387355454,0.13886244387355454,0.0
PLAIN-645,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-660,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-671,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-68,0.5242829446207239,0.5129023844213376,0.01138056019938627,0.43846857403921885,0.42503508006474094,0.013433493974477906
PLAIN-681,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-691,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-701,0.3618791953854131,0.3618791953854131,0.0,0.3618791953854131,0.3618791953854131,0.0
PLAIN-711,0.22009176629808017,0.22009176629808017,0.0,0.22009176629808017,0.22009176629808017,0.0
PLAIN-721,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-731,0.7695261902392828,0.7909506325094736,-0.021424442270190802,0.7695261902392828,0.7909506325094736,-0.021424442270190802
PLAIN-741,0.8486026589039899,0.8486026589039899,0.0,0.8486026589039899,0.8486026589039899,0.0
PLAIN-751,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-761,0.15130120674940675,0.15130120674940675,0.0,0.15130120674940675,0.15130120674940675,0.0
PLAIN-771,1.0,1.0,0.0,1.0,1.0,0.0
PLAIN-78,0.08966284300766812,0.08966284300766812,0.0,0.12741733550370724,0.12741733550370724,0.0
PLAIN-782,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-792,0.644824486427155,0.644824486427155,0.0,0.644824486427155,0.644824486427155,0.0
PLAIN-806,0.8579809428223729,0.8579809428223729,0.0,0.8579809428223729,0.8579809428223729,0.0
PLAIN-817,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-827,0.5017100640839688,0.43808927588501717,0.06362078819895162,0.5017100640839688,0.43808927588501717,0.06362078819895162
PLAIN-838,0.8550956239938449,0.8550956239938449,0.0,0.8550956239938449,0.8550956239938449,0.0
PLAIN-850,0.6489315753318465,0.6489315753318465,0.0,0.6489315753318465,0.6489315753318465,0.0
PLAIN-872,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-882,0.3589542101716347,0.3589542101716347,0.0,0.3589542101716347,0.3589542101716347,0.0
PLAIN-892,0.7273298443105218,0.7273298443105218,0.0,0.7273298443105218,0.7273298443105218,0.0
PLAIN-902,0.6366824387328317,0.6366824387328317,0.0,0.6366824387328317,0.6366824387328317,0.0
PLAIN-91,0.10709084605177355,0.12047720180824524,-0.013386355756471693,0.15691768744124351,0.17653239837139895,-0.019614710930155432
PLAIN-913,0.933745776545611,0.933745776545611,0.0,0.933745776545611,0.933745776545611,0.0
PLAIN-924,0.22009176629808017,0.22009176629808017,0.0,0.22009176629808017,0.22009176629808017,0.0
PLAIN-934,0.914856882358379,0.7975167679274937,0.11734011443088532,0.914856882358379,0.7975167679274937,0.11734011443088532
PLAIN-946,0.31488013066763093,0.31488013066763093,0.0,0.31488013066763093,0.31488013066763093,0.0
PLAIN-956,0.3372080579682881,0.3882047626431879,-0.05099670467489975,0.3372080579682881,0.3882047626431879,-0.05099670467489975
PLAIN-966,0.1480409554829326,0.14126697285982898,0.006773982623103636,0.1480409554829326,0.14126697285982898,0.006773982623103636
PLAIN-977,0.14126697285982898,0.14126697285982898,0.0,0.14126697285982898,0.14126697285982898,0.0
PLAIN-987,0.23463936301137822,0.23463936301137822,0.0,0.23463936301137822,0.23463936301137822,0.0
PLAIN-997,0.0,0.0,0.0,0.0,0.0,0.0
